"";"site_id";"nature";"nom_prodcartofriches";"site_statut";"geom"
"209";"11191_8546";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(2.55860278611731, 42.9208430017298)
"210";"24424_7990";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.391927789682531, 45.1222158308543)
"211";"07224_10520";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.09185137391263, 44.7553044538199)
"212";"84007_20092";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(4.80285238231022, 43.9420541150508)
"213";"2A108_1080";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(8.83214567228021, 42.2894913852581)
"214";"24214_3352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.528106701614253, 45.5843636842167)
"215";"05097_6598";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.69237581434344, 44.3169563477698)
"216";"97120_6364";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-61.5343805520153, 16.2414255858073)
"217";"28287_3800";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.67100374860558, 48.1429920942315)
"218";"97407_20188";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(55.288293674145, -20.9354782971357)
"219";"08081_2009";"observatoire local";"DDT des Ardennes";"inconnu";c(4.75981482020626, 49.8610642451045)
"220";"12209_16787";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.66086501797325, 44.6866003415525)
"221";"76067_2347";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.55006060061786, 49.4843973103269)
"222";"09034_6107";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.981060835785455, 42.8833325118236)
"223";"07337_8033";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.72096894363145, 45.2343740832689)
"224";"06158_9882";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(7.0874804199816, 43.9365918811085)
"225";"97602_22159";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(45.1230468323602, -12.7251776671056)
"226";"29097_1828";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-4.04080529707677, 48.492354397709)
"227";"2B088_1783";"MTE";"Friche étude Ademe 2021";"inconnu";c(9.48252146971522, 42.2973547189666)
"228";"09160_20575";"observatoire local";"Région Occitanie";"inconnu";c(1.84895090482413, 42.9388499740665)
"229";"34129_20477";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.93238137598906, 43.578592537591)
"230";"03160_1809";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.42248046991149, 46.2364150589863)
"231";"2B121_10054";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(8.64972608090107, 42.4092151263139)
"232";"08262_14203";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.47483544743392, 49.5248507273718)
"233";"11106_6422";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.05375844083975, 43.2326201354181)
"234";"16168_410";"observatoire local";"Grand Angoulême";"inconnu";c(0.254199792864034, 45.7734874167213)
"235";"12209_16788";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.65946463734202, 44.6867268849991)
"236";"01185_23201";"observatoire local";"DDT de l'Ain";"inconnu";c(5.60018987100877, 45.9765479423302)
"237";"03206_13681";"MTE";"Friche étude Ademe 2021";"inconnu";c(2.54930967759391, 46.1814529586655)
"238";"03013_21280";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(3.31112003751687, 46.5878933277716)
"239";"11296_1782";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.8182044715073, 43.2827667564945)
"240";"03155_14242";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.93559047062842, 46.7334100197699)
"241";"04188_11499";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(5.80511675009304, 43.9017188741589)
"242";"23016_6862";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.00617376624151, 45.9462336977307)
"243";"87183_6269";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(1.34996021823144, 46.0036924002968)
"244";"12094_1032";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.56833350200223, 44.6426808696616)
"245";"04022_10481";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.36558267010875, 43.9527316429304)
"246";"16263_1841";"observatoire local";"Grand Angoulême";"inconnu";c(0.0960833367781187, 45.5202148514429)
"247";"02095_15835";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.45144361344699, 49.9907917039832)
"248";"10323_4074";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.72224114733547, 48.5207291255922)
"249";"08381_2064";"observatoire local";"DDT des Ardennes";"inconnu";c(4.13213035531565, 49.4993590637752)
"250";"21655_1324";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.72030877640674, 47.830030633644)
"251";"07224_15767";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.1007109705068, 44.7523565901455)
"252";"01330_3425";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.66364300484405, 45.994660632305)
"253";"08190_2916";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.83090364053729, 50.1355219107716)
"254";"16423_6819";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.105846868432244, 45.8251171861777)
"255";"27516_2114";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.627050042342636, 49.0664696166801)
"256";"16105_7805";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-0.138281606835656, 45.4075731522693)
"257";"07224_1902";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.09159742204458, 44.7556047854806)
"258";"21305_8551";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(4.58505208595077, 48.0084065876321)
"259";"16263_289";"observatoire local";"Grand Angoulême";"inconnu";c(0.0854965351259558, 45.5238353310904)
"260";"08022_21443";"observatoire local";"DDT des Ardennes";"inconnu";c(4.65191525228631, 49.8258884922666)
"261";"30216_7780";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.08749442893052, 44.2790213134623)
"262";"23101_6880";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.95011101249244, 46.2706355135008)
"263";"16168_351";"observatoire local";"Grand Angoulême";"inconnu";c(0.241836000559004, 45.7974736421438)
"264";"59067_9633";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.43062298410012, 50.9711331142123)
"265";"04070_8211";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.24475794718149, 44.0966895830193)
"266";"19028_3314";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.50252758741361, 45.4087962130699)
"267";"03282_18168";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.92852700795716, 46.5878212902552)
"268";"88011_12306";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.50996978337597, 48.137904218745)
"269";"09282_20708";"observatoire local";"Région Occitanie";"inconnu";c(1.57257996475495, 43.2364358057642)
"270";"59486_15312";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.13733054613982, 50.4108325859588)
"271";"59377_15912";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.18818892998893, 50.1237474778331)
"272";"59122_15940";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.22044207469032, 50.1651572734065)
"273";"89074_4996";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.12921805955719, 48.3227717141568)
"274";"57638_7714";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.93624514956594, 49.2148120598515)
"275";"88196_19441";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.82051229251264, 48.073639752286)
"276";"59486_8328";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.13415314221466, 50.4128099299404)
"277";"79257_5474";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.71060334943102, 46.2683290032395)
"278";"48139_16824";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.7601930815151, 44.8018344150134)
"279";"89387_888";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.27504787888915, 48.2083808601461)
"280";"89387_3810";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.28148449191353, 48.1912980754683)
"281";"34198_3042";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.94474190713774, 43.5616563948003)
"282";"89338_3818";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.27749863837199, 48.2121748328437)
"283";"89197_4331";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(3.9937418070914, 47.5178970057254)
"284";"89419_4352";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.30938273080148, 47.7260864959632)
"285";"51567_13100";"observatoire local";"DDT de la Marne";"friche sans projet";c(4.71221271364894, 48.6907474855583)
"286";"68113_19399";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.37958323922403, 48.1852363949978)
"287";"41232_6994";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.05128766491217, 47.4299593601461)
"288";"37064_18298";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(0.853111188070403, 46.8622828471314)
"289";"70102_18646";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.81865194670803, 47.3011636397551)
"290";"41297_9520";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.85247395649819, 47.6324303801709)
"291";"41074_12025";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(1.65903852362599, 47.5864538981266)
"292";"38396_3246";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(5.79310903233438, 44.9328904042774)
"293";"64092_12515";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(-1.37534852391742, 43.1263811330806)
"294";"50237_3785";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.37859988384675, 48.81447053031)
"295";"59074_9420";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.44336815507828, 50.0872200118175)
"296";"2B205_1231";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(9.35600000771191, 42.6979142626079)
"297";"79047_5124";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.277997326833596, 46.8065883002037)
"298";"48028_6600";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.61474753729317, 44.3781280092103)
"299";"25634_11291";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(6.32800748385449, 46.9270051238581)
"300";"83068_7565";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(6.52461484905521, 43.2731323771693)
"301";"67462_19647";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(7.43255354203337, 48.2496258599462)
"302";"60164_14776";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.83551772980661, 49.4115377598393)
"303";"66175_12631";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(2.91611637041959, 42.5304300458071)
"304";"85058_1669";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.2248377037012, 46.4624822834818)
"305";"79022_15298";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.162783134772467, 46.8515942612752)
"306";"41031_7028";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.3804676418969, 47.5262932084137)
"307";"02574_14066";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.02443802752517, 49.89175590411)
"308";"19049_1912";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.47314574465397, 45.065599118568)
"309";"81224_1250";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.91606141693151, 44.1455441000681)
"310";"30259_3140";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(4.10909971747565, 44.1023742332496)
"311";"35345_19798";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-1.89516606642623, 48.3773483852273)
"312";"45268_8002";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(2.44070300592726, 47.7424997935556)
"313";"70498_19101";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.63000067269656, 47.7967517483925)
"314";"70188_18977";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(6.28759225819896, 47.6822093968175)
"315";"59183_20726";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(2.37782641471897, 51.0278238831674)
"316";"09332_8032";"MTE";"Site Basias ou Basol vérifié par le Cerema en 2020";"inconnu";c(1.64994066500191, 43.0831041976921)
"317";"28404_2901";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(1.33452433337877, 48.7282767286157)
"318";"09282_15674";"observatoire local";"Région Occitanie";"inconnu";c(1.57318272803304, 43.2368367254218)
"319";"89227_7633";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.75587451285893, 47.8979508537576)
"320";"89474_7650";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(3.81820402024592, 47.9517123076665)
"321";"74042_21563";"fond friche";"Appel à projet Fonds Friches";"friche avec projet";c(6.40437679832422, 46.0795129789539)
"322";"03229_9551";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(3.42209234910495, 46.6762120415146)
"323";"65009_15469";"MTE";"Friche étude Ademe 2021";"inconnu";c(0.461038872650426, 43.0690173109363)
"324";"30209_6027";"Ademe";"Friche étude Ademe 2021, intéressante pour du PV au sol";"inconnu";c(4.7508639710725, 43.9776164346418)
"325";"22211_4126";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-3.44440943219167, 48.6586624175625)
"326";"79111_3187";"MTE non vérifié";"Site Basias ou Basol non vérifié par le Cerema";"friche potentielle";c(-0.273287166671478, 46.0688055853498)
